Model,FPR,TPR
RF more features,0.529055078322,0.856707317073
RF more features,0.529055078322,0.859756097561
RF more features,0.536129358262,0.859756097561
RF more features,0.536129358262,0.862804878049
RF more features,0.541182415361,0.862804878049
RF more features,0.541182415361,0.865853658537
RF more features,0.544719555331,0.865853658537
RF more features,0.544719555331,0.868902439024
RF more features,0.547751389591,0.868902439024
RF more features,0.547751389591,0.871951219512
RF more features,0.548762001011,0.871951219512
RF more features,0.548762001011,0.875
RF more features,0.549267306721,0.875
RF more features,0.549267306721,0.878048780488
RF more features,0.55179383527,0.878048780488
RF more features,0.55179383527,0.881097560976
RF more features,0.5533097524,0.881097560976
RF more features,0.5533097524,0.884146341463
RF more features,0.56088933805,0.884146341463
RF more features,0.56088933805,0.887195121951
RF more features,0.566447700859,0.887195121951
RF more features,0.566447700859,0.893292682927
RF more features,0.568468923699,0.893292682927
RF more features,0.568468923699,0.896341463415
RF more features,0.570995452249,0.896341463415
RF more features,0.570995452249,0.899390243902
RF more features,0.571500757959,0.899390243902
RF more features,0.571500757959,0.90243902439
RF more features,0.572006063669,0.90243902439
RF more features,0.572006063669,0.908536585366
RF more features,0.573521980798,0.908536585366
RF more features,0.573521980798,0.911585365854
RF more features,0.580090955028,0.911585365854
RF more features,0.580090955028,0.914634146341
RF more features,0.596260737746,0.914634146341
RF more features,0.596260737746,0.917682926829
RF more features,0.613946437595,0.917682926829
RF more features,0.613946437595,0.920731707317
RF more features,0.644770085902,0.920731707317
RF more features,0.644770085902,0.923780487805
RF more features,0.660434562911,0.923780487805
RF more features,0.660434562911,0.926829268293
RF more features,0.66346639717,0.926829268293
RF more features,0.66346639717,0.92987804878
RF more features,0.66750884285,0.92987804878
RF more features,0.66750884285,0.932926829268
RF more features,0.689742294088,0.932926829268
RF more features,0.689742294088,0.935975609756
RF more features,0.697827185447,0.935975609756
RF more features,0.697827185447,0.939024390244
RF more features,0.710459828196,0.939024390244
RF more features,0.710459828196,0.942073170732
RF more features,0.714502273876,0.942073170732
RF more features,0.714502273876,0.94512195122
RF more features,0.724608388075,0.94512195122
RF more features,0.724608388075,0.948170731707
RF more features,0.739767559373,0.948170731707
RF more features,0.739767559373,0.954268292683
RF more features,0.750884284992,0.954268292683
RF more features,0.750884284992,0.957317073171
RF more features,0.753410813542,0.957317073171
RF more features,0.753410813542,0.960365853659
RF more features,0.763516927741,0.960365853659
RF more features,0.763516927741,0.966463414634
RF more features,0.788782213239,0.966463414634
RF more features,0.788782213239,0.969512195122
RF more features,0.789792824659,0.969512195122
RF more features,0.789792824659,0.97256097561
RF more features,0.817079332996,0.97256097561
RF more features,0.817079332996,0.975609756098
RF more features,0.839818089944,0.975609756098
RF more features,0.839818089944,0.978658536585
RF more features,0.844365841334,0.978658536585
RF more features,0.844365841334,0.981707317073
RF more features,0.855482566953,0.981707317073
RF more features,0.855482566953,0.984756097561
RF more features,0.878221323901,0.984756097561
RF more features,0.878221323901,0.987804878049
RF more features,0.879231935321,0.987804878049
RF more features,0.879231935321,0.990853658537
RF more features,0.929257200606,0.990853658537
RF more features,0.929257200606,0.993902439024
RF more features,0.983830217281,0.993902439024
RF more features,0.983830217281,0.996951219512
RF more features,0.991409802931,0.996951219512
RF more features,0.991409802931,1.0
RF more features,0.992420414351,1.0
RF more features,0.993431025771,1.0
RF more features,0.99696816574,1.0
RF more features,0.99848408287,1.0
RF more features,1.0,1.0
RF non-subjective features,0.0,0.0
RF non-subjective features,0.000505305709955,0.0
RF non-subjective features,0.000505305709955,0.0030487804878
RF non-subjective features,0.00101061141991,0.0030487804878
RF non-subjective features,0.00101061141991,0.00609756097561
RF non-subjective features,0.00151591712986,0.00609756097561
RF non-subjective features,0.00151591712986,0.015243902439
RF non-subjective features,0.00303183425973,0.015243902439
RF non-subjective features,0.00303183425973,0.0182926829268
RF non-subjective features,0.00353713996968,0.0182926829268
RF non-subjective features,0.00353713996968,0.0213414634146
RF non-subjective features,0.00404244567964,0.0213414634146
RF non-subjective features,0.00404244567964,0.0274390243902
RF non-subjective features,0.00505305709955,0.0274390243902
RF non-subjective features,0.00505305709955,0.0365853658537
RF non-subjective features,0.0055583628095,0.0365853658537
RF non-subjective features,0.0055583628095,0.0396341463415
RF non-subjective features,0.00606366851945,0.0396341463415
RF non-subjective features,0.00606366851945,0.0426829268293
RF non-subjective features,0.00656897422941,0.0426829268293
RF non-subjective features,0.00656897422941,0.0457317073171
RF non-subjective features,0.00757958564932,0.0457317073171
RF non-subjective features,0.00757958564932,0.0487804878049
RF non-subjective features,0.00859019706923,0.0487804878049
RF non-subjective features,0.00859019706923,0.0548780487805
RF non-subjective features,0.00909550277918,0.0548780487805
RF non-subjective features,0.00909550277918,0.0579268292683
RF non-subjective features,0.00960080848914,0.0579268292683
RF non-subjective features,0.00960080848914,0.0609756097561
RF non-subjective features,0.0121273370389,0.0609756097561
RF non-subjective features,0.0121273370389,0.0792682926829
RF non-subjective features,0.0146538655887,0.0792682926829
RF non-subjective features,0.0146538655887,0.0823170731707
RF non-subjective features,0.0171803941385,0.0823170731707
RF non-subjective features,0.0171803941385,0.0884146341463
RF non-subjective features,0.0192016169783,0.0884146341463
RF non-subjective features,0.0192016169783,0.0914634146341
RF non-subjective features,0.0207175341081,0.0914634146341
RF non-subjective features,0.0207175341081,0.094512195122
RF non-subjective features,0.022233451238,0.094512195122
RF non-subjective features,0.022233451238,0.0975609756098
RF non-subjective features,0.0252652854977,0.0975609756098
RF non-subjective features,0.0252652854977,0.100609756098
RF non-subjective features,0.0267812026276,0.100609756098
RF non-subjective features,0.0267812026276,0.103658536585
RF non-subjective features,0.0318342597271,0.103658536585
RF non-subjective features,0.0318342597271,0.109756097561
RF non-subjective features,0.032844871147,0.109756097561
RF non-subjective features,0.032844871147,0.115853658537
RF non-subjective features,0.0343607882769,0.115853658537
RF non-subjective features,0.0343607882769,0.137195121951
RF non-subjective features,0.0353713996968,0.137195121951
RF non-subjective features,0.0353713996968,0.140243902439
RF non-subjective features,0.0378979282466,0.140243902439
RF non-subjective features,0.0378979282466,0.143292682927
RF non-subjective features,0.0389085396665,0.143292682927
RF non-subjective features,0.0389085396665,0.155487804878
RF non-subjective features,0.0404244567964,0.155487804878
RF non-subjective features,0.0404244567964,0.158536585366
RF non-subjective features,0.0409297625063,0.158536585366
RF non-subjective features,0.0409297625063,0.161585365854
RF non-subjective features,0.0459828196059,0.161585365854
RF non-subjective features,0.0459828196059,0.164634146341
RF non-subjective features,0.0490146538656,0.164634146341
RF non-subjective features,0.0490146538656,0.167682926829
RF non-subjective features,0.0520464881253,0.167682926829
RF non-subjective features,0.0520464881253,0.170731707317
RF non-subjective features,0.0535624052552,0.170731707317
RF non-subjective features,0.0535624052552,0.176829268293
RF non-subjective features,0.0540677109651,0.176829268293
RF non-subjective features,0.0540677109651,0.17987804878
RF non-subjective features,0.055078322385,0.17987804878
RF non-subjective features,0.055078322385,0.185975609756
RF non-subjective features,0.0570995452249,0.185975609756
RF non-subjective features,0.0570995452249,0.192073170732
RF non-subjective features,0.0581101566448,0.192073170732
RF non-subjective features,0.0581101566448,0.198170731707
RF non-subjective features,0.0596260737746,0.198170731707
RF non-subjective features,0.0596260737746,0.204268292683
RF non-subjective features,0.0606366851945,0.204268292683
RF non-subjective features,0.0606366851945,0.207317073171
RF non-subjective features,0.0616472966145,0.207317073171
RF non-subjective features,0.0616472966145,0.210365853659
RF non-subjective features,0.0626579080344,0.210365853659
RF non-subjective features,0.0626579080344,0.216463414634
RF non-subjective features,0.0631632137443,0.216463414634
RF non-subjective features,0.0631632137443,0.22256097561
RF non-subjective features,0.0646791308742,0.22256097561
RF non-subjective features,0.0646791308742,0.234756097561
RF non-subjective features,0.0656897422941,0.234756097561
RF non-subjective features,0.0656897422941,0.237804878049
RF non-subjective features,0.066195048004,0.237804878049
RF non-subjective features,0.067205659424,0.237804878049
RF non-subjective features,0.0702374936837,0.237804878049
RF non-subjective features,0.0702374936837,0.240853658537
RF non-subjective features,0.0707427993936,0.240853658537
RF non-subjective features,0.0707427993936,0.243902439024
RF non-subjective features,0.0727640222335,0.243902439024
RF non-subjective features,0.0727640222335,0.253048780488
RF non-subjective features,0.0757958564932,0.253048780488
RF non-subjective features,0.0757958564932,0.256097560976
RF non-subjective features,0.0818595250126,0.256097560976
RF non-subjective features,0.0818595250126,0.259146341463
RF non-subjective features,0.089439110662,0.259146341463
RF non-subjective features,0.089439110662,0.262195121951
RF non-subjective features,0.0899444163719,0.262195121951
RF non-subjective features,0.0899444163719,0.268292682927
RF non-subjective features,0.0914603335018,0.268292682927
RF non-subjective features,0.0914603335018,0.271341463415
RF non-subjective features,0.0934815563416,0.271341463415
RF non-subjective features,0.0939868620515,0.274390243902
RF non-subjective features,0.0944921677615,0.274390243902
RF non-subjective features,0.0944921677615,0.27743902439
RF non-subjective features,0.0949974734715,0.27743902439
RF non-subjective features,0.0949974734715,0.283536585366
RF non-subjective features,0.0965133906013,0.283536585366
RF non-subjective features,0.0965133906013,0.289634146341
RF non-subjective features,0.0975240020212,0.289634146341
RF non-subjective features,0.0975240020212,0.292682926829
RF non-subjective features,0.0980293077312,0.292682926829
RF non-subjective features,0.0980293077312,0.295731707317
RF non-subjective features,0.100555836281,0.295731707317
RF non-subjective features,0.100555836281,0.298780487805
RF non-subjective features,0.101566447701,0.298780487805
RF non-subjective features,0.101566447701,0.301829268293
RF non-subjective features,0.10712481051,0.301829268293
RF non-subjective features,0.10712481051,0.307926829268
RF non-subjective features,0.10763011622,0.307926829268
RF non-subjective features,0.10763011622,0.314024390244
RF non-subjective features,0.10813542193,0.314024390244
RF non-subjective features,0.10813542193,0.317073170732
RF non-subjective features,0.11066195048,0.317073170732
RF non-subjective features,0.11066195048,0.32012195122
RF non-subjective features,0.1116725619,0.32012195122
RF non-subjective features,0.1116725619,0.329268292683
RF non-subjective features,0.11217786761,0.329268292683
RF non-subjective features,0.11217786761,0.335365853659
RF non-subjective features,0.11318847903,0.335365853659
RF non-subjective features,0.11318847903,0.341463414634
RF non-subjective features,0.11369378474,0.341463414634
RF non-subjective features,0.11369378474,0.344512195122
RF non-subjective features,0.119757453259,0.344512195122
RF non-subjective features,0.119757453259,0.34756097561
RF non-subjective features,0.120262758969,0.34756097561
RF non-subjective features,0.120262758969,0.350609756098
RF non-subjective features,0.125315816069,0.350609756098
RF non-subjective features,0.125315816069,0.353658536585
RF non-subjective features,0.128347650328,0.353658536585
RF non-subjective features,0.128347650328,0.356707317073
RF non-subjective features,0.131379484588,0.356707317073
RF non-subjective features,0.131379484588,0.359756097561
RF non-subjective features,0.135421930268,0.359756097561
RF non-subjective features,0.135421930268,0.362804878049
RF non-subjective features,0.135927235978,0.362804878049
RF non-subjective features,0.135927235978,0.365853658537
RF non-subjective features,0.141485598787,0.365853658537
RF non-subjective features,0.141485598787,0.371951219512
RF non-subjective features,0.141990904497,0.371951219512
RF non-subjective features,0.141990904497,0.375
RF non-subjective features,0.143001515917,0.375
RF non-subjective features,0.143001515917,0.378048780488
RF non-subjective features,0.146033350177,0.378048780488
RF non-subjective features,0.146033350177,0.384146341463
RF non-subjective features,0.147043961597,0.384146341463
RF non-subjective features,0.147043961597,0.387195121951
RF non-subjective features,0.147549267307,0.387195121951
RF non-subjective features,0.147549267307,0.390243902439
RF non-subjective features,0.148054573017,0.390243902439
RF non-subjective features,0.148054573017,0.396341463415
RF non-subjective features,0.149570490147,0.396341463415
RF non-subjective features,0.149570490147,0.399390243902
RF non-subjective features,0.150581101566,0.399390243902
RF non-subjective features,0.150581101566,0.40243902439
RF non-subjective features,0.151591712986,0.40243902439
RF non-subjective features,0.151591712986,0.405487804878
RF non-subjective features,0.155128852956,0.405487804878
RF non-subjective features,0.155128852956,0.408536585366
RF non-subjective features,0.159171298636,0.408536585366
RF non-subjective features,0.159171298636,0.411585365854
RF non-subjective features,0.160687215766,0.411585365854
RF non-subjective features,0.161192521475,0.414634146341
RF non-subjective features,0.163213744315,0.414634146341
RF non-subjective features,0.163213744315,0.417682926829
RF non-subjective features,0.164224355735,0.417682926829
RF non-subjective features,0.164224355735,0.420731707317
RF non-subjective features,0.165234967155,0.420731707317
RF non-subjective features,0.169277412835,0.420731707317
RF non-subjective features,0.169277412835,0.423780487805
RF non-subjective features,0.171298635675,0.423780487805
RF non-subjective features,0.171298635675,0.426829268293
RF non-subjective features,0.172814552804,0.426829268293
RF non-subjective features,0.172814552804,0.42987804878
RF non-subjective features,0.175846387064,0.42987804878
RF non-subjective features,0.175846387064,0.432926829268
RF non-subjective features,0.177867609904,0.432926829268
RF non-subjective features,0.177867609904,0.435975609756
RF non-subjective features,0.179888832744,0.435975609756
RF non-subjective features,0.179888832744,0.439024390244
RF non-subjective features,0.183931278423,0.439024390244
RF non-subjective features,0.183931278423,0.442073170732
RF non-subjective features,0.189489641233,0.442073170732
RF non-subjective features,0.189489641233,0.44512195122
RF non-subjective features,0.192016169783,0.44512195122
RF non-subjective features,0.192016169783,0.448170731707
RF non-subjective features,0.193532086913,0.448170731707
RF non-subjective features,0.193532086913,0.454268292683
